login; location; place; followers; contributions; stars; user_stars; language
marionuevo;Canary Islands. Spain.;Canarias;2;104;0;2;JavaScript
furanshishouco;Gran Canaria;Las Palmas;2;102;1;12;Python
Rulox;Tenerife;Tenerife;5;97;7;1;CSS
isejaa;Santa Cruz de Tenerife;Tenerife;0;91;0;3;JavaScript
polimorfico;Las Palmas, ES;Las Palmas;13;89;4;145;Ruby
nestormh;Tenerife, SPAIN;Tenerife;2;89;3;0;C++
juanje;Las Palmas de Gran Canaria, Spain;Las Palmas;80;83;120;260;Ruby
elemarez;Canary Islands, Tenerife, Spain;Canarias;1;77;0;0;
Carlosmape;S/Cruz de Tenerife, Canarias;Canarias;0;77;0;0;Ruby
migueladan;Tenerife, Spain;Tenerife;15;72;6;36;CSS
kamaxeon;Las Palmas de Gran Canaria;Las Palmas;1;70;0;0;Ruby
Nazariglez;Tenerife, Canary Island;Tenerife;25;66;18;155;JavaScript
LanceFryar;Las Palmas de Gran Canaria;Las Palmas;1;65;0;12;Java and CSS
ibandominguez;Las Palmas, Spain;Las Palmas;2;64;10;16;PHP
hectormunozg;Canary Islands (Spain);Canarias;2;62;2;39;CSS
semrh;Tenerife, Canary Islands;Canarias;5;58;2;1;Ruby
eleazarhdez;Santa Cruz de Tenerife - Tenerife - Spain;Tenerife;2;57;10;9;Ruby
piradoiv;Tenerife, Spain;Tenerife;13;57;8;27;PHP
aruiz;Las Palmas de Gran Canaria, Spain;Las Palmas;20;56;32;10;Python
pzin;Lanzarote (Canary Islands);Canarias;1;53;0;2;
ubaldus;Tenerife;Tenerife;2;53;1;8;C
ivanbtrujillo;Tenerife;Tenerife;4;53;3;3;JavaScript
vivictormora;Canary Islands;Canarias;6;53;2;5;JavaScript
hsocasnavarro;Tenerife, Spain;Tenerife;15;52;67;0;Python
adrigm;Las Palmas de Gran Canaria;Las Palmas;23;50;13;9;C++
albertocubeddu;spain, Canary Islands;Canarias;2;50;0;0;Makefile
davidjrh;Santa Cruz de Tenerife, Canary Islands, Spain;Canarias;4;50;3;2;C#
raulduran;Las Palmas, Spain;Las Palmas;2;49;56;17;JavaScript
ClubbingSealCub;Las Palmas de GC;Las Palmas;1;49;0;0;Java
pyrextor;Las Palmas de G.C.;Las Palmas;1;49;0;0;CSS
sousamaf;Palmas;Las Palmas;13;49;7;0;Java
borbalher;Tenerife, Canary Islands;Canarias;2;48;0;0;PHP
ydarias;Tenerife, Spain;Tenerife;14;47;4;20;JavaScript
pmarquez;Santa Cruz de Tenerife, Canarias, España;Canarias;0;45;0;3;Java
euribates;Tenerife, Canary Islands, Spain;Canarias;3;44;1;4;Python and C#
isidrorg;Tenerife (Canary Islands);Canarias;1;43;4;34;CSS
plam4u;Los Abrigos, Canary Islands;Canarias;0;42;1;19;Swift
jccastillocano;Tenerife (Canary Islands);Canarias;0;38;0;0;Python
CarlosUziel;Las Palmas de Gran Canaria;Las Palmas;7;36;0;0;Java
parecementeria;Las Palmas de Gran Canaria;Las Palmas;1;36;0;0;CSS
jesusaplsoft;Santa Cruz de Tenerife - Canary Islands - Spain;Canarias;0;35;1;1;Java
AlexAznar;Santa Cruz de Tenerife;Tenerife;2;33;3;0;Shell
fjmarcelo;Las Palmas de Gran Canaria;Las Palmas;0;33;0;0;Processing
dgdavid;Las Palmas de Gran Canaria;Las Palmas;7;32;0;244;Ruby
ManzDev;Santa Cruz de Tenerife;Tenerife;21;32;29;17;HTML
syci;Canary Islands;Canarias;1;32;0;14;Python
matiasah7;Las Palmas, Spain;Las Palmas;7;32;0;1;Java
Alberto3008;Santa Cruz de Tenerife;Tenerife;0;31;0;2;Java
cartuchogl;Las Palmas de G.C.;Las Palmas;6;31;15;167;JavaScript
adrian-afergon;San Cristóbal de La Laguna, Tenerife;Tenerife;3;30;0;0;CSS
torehc;The Canary Islands;Canarias;5;26;0;40;Python
ViriatoOundil;Tenerife;Tenerife;0;26;0;0;CSS
Lprigara;Tenerife, Canary Islands;Canarias;6;26;1;0;C++
arannasousa;Palmas - TO, BR;Las Palmas;0;26;0;0;CSS
oliverbarreto;Santa Cruz de Tenerife, Spain;Tenerife;2;25;10;40;Objective-C
robmarco;Las Palmas de GC;Las Palmas;0;25;1;17;JavaScript
dvarrui;Tenerife;Tenerife;1;25;0;0;Ruby
KevinGuancheDarias;Tenerife;Tenerife;0;24;0;0;ApacheConf
jetremote;Gran Canaria;Las Palmas;0;24;1;2;CSS and Java
IvanThanonMoreno;Las Palmas de Gran Canaria, Canarias, Spain;Canarias;0;23;0;0;Java
david2Coders;Las Palmas, Spain;Las Palmas;0;22;0;1;Objective-C
mcolebrook;Tenerife, Spain;Tenerife;0;22;0;14;
albertoperdomo;Las Palmas de Gran Canaria, Spain;Las Palmas;52;21;52;837;Ruby
davidmartingonzalez;Gran Canaria, Spain;Las Palmas;0;20;0;0;Java
melnikovkolya;Tenerife, Spain;Tenerife;2;19;1;142;CSS
alu0100614220;Tenerife;Tenerife;0;19;0;0;CSS
dailos2coders;Canary Islands;Canarias;1;18;0;24;
ozeiasc;Palmas, BRA;Las Palmas;0;18;1;2;JavaScript and PHP
johnblackhill;Las Palmas de Gran Canaria, Spain;Las Palmas;0;17;1;1;Java
AlvaroSR;Canary Islands;Canarias;0;17;0;0;R
epegzz;Canary Islands;Canarias;3;17;15;123;JavaScript
Daklon;Canarias, españa;Canarias;0;16;0;0;C
imaginabit;Las Palmas De Gran Canaria;Las Palmas;4;16;5;74;JavaScript
javiertoledo;Las Palmas de Gran Canaria;Las Palmas;22;15;274;42;Ruby
ancarebeca;Santa Cruz de Tenerife;Tenerife;2;15;0;1;PHP
hellboykelevra;Las Palmas de Gran Canaria;Las Palmas;0;15;0;0;Java
NauzetHdez;Las Palmas de Gran Canaria;Las Palmas;2;15;0;0;Java
hellojose;Gran Canaria, Spain;Las Palmas;0;15;0;0;PHP
adayth;Las Palmas de Gran Canaria, Spain;Las Palmas;4;14;0;24;PHP
JDBS;Tenerife (Canarias);Canarias;1;14;0;0;Java
hecrogon;Tenerife (Spain);Tenerife;1;13;2;3;Python
jlucasguedes;Palmas Tocantins;Las Palmas;0;13;0;0;Java
felixmartin;Madrid - Tenerife;Tenerife;6;13;2;16;JavaScript
danimashu;Canary Islands, Spain;Canarias;8;13;1;12;Ruby
iPotaje;Las Palmas de G.C.;Las Palmas;0;13;0;24;JavaScript
bristoll;España,Granada/Las Palmas G.C.;Las Palmas;0;13;1;2;C++
Dade88;Canary Islands, Spain;Canarias;0;12;0;0;JavaScript
AndiDC;Canary Islands;Canarias;2;12;0;6;Python
taghoter;Las Palmas de G.C., Canary Is.;Las Palmas;0;12;0;0;TeX
MxMCube;Tenerife;Tenerife;0;12;0;0;CSS
carlosleondev;Santa Cruz de Tenerife, Spain;Tenerife;0;12;0;0;C#
distriker;Las Palmas de Gran Canaria;Las Palmas;0;12;0;18;JavaScript
pedromujica;Canary Islands, Spain;Canarias;2;11;0;44;
AndreMart;Palmas Tocantins;Las Palmas;6;11;1;2;CSS
dcht00;Lanzarote, Canary Islands;Canarias;7;11;6;232;Shell
Myugen;Santa Cruz de Tenerife, Spain;Tenerife;2;11;2;3;JavaScript
castorpm;Santa Cruz de Tenerife, Spain;Tenerife;0;10;0;0;Scala
lcabrera;Las Palmas de Gran Canaria;Las Palmas;4;10;2;9;Python
franksosa;Las Palmas de Gran Canaria;Las Palmas;2;10;0;1;Ruby
davidverdu;Las Palmas de Gran Canaria - Spain;Las Palmas;0;10;0;3;
yugolemom;BRA,Tocantins,Palmas;Las Palmas;0;10;0;0;JavaScript
palmer0;Las Palmas;Las Palmas;0;9;0;0;Java
AdanAlonso;Las Palmas de Gran Canaria, Spain;Las Palmas;2;9;0;1;Java and Python
albertorm6;Santa Cruz de Tenerife;Tenerife;0;9;0;0;PHP
josebailo;Las Palmas de Gran Canaria, Spain;Las Palmas;0;9;1;7;Ruby and HTML
markosystem;Palmas - Tocantins;Las Palmas;0;8;0;0;JavaScript
domingopa;Tenerife - Spain;Tenerife;1;8;6;28;PHP
erm2587;Santa Cruz de Tenerife;Tenerife;21;8;1;33;C++
antoniofernandez;Gran Canaria, Spain;Las Palmas;4;8;3;1;Objective-C
YuniorGlez;Las Palmas of Gran Canaria;Las Palmas;1;8;0;1;Ruby
joseeloren;Las Palmas de Gran Canaria, Spain;Las Palmas;3;8;0;0;Java and Matlab
aitorcarrera;Las Palmas;Las Palmas;0;7;0;3;Puppet
adrieberg;Las Palmas, Spain;Las Palmas;1;7;0;1;
solohtml;Gáldar, Las Palmas, Spain;Las Palmas;0;7;0;0;
JonasLopezMesa;Santa Cruz de tenerife, España;Tenerife;5;7;0;0;C++
orlandoaleman;Las Palmas, Spain;Las Palmas;6;7;6;259;Objective-C
RaulBch;Gran Canaria;Las Palmas;2;6;0;0;Java
eytato;Santa Cruz de Tenerife;Tenerife;0;6;0;5;CSS
patrick-hertling;Tenerife;Tenerife;0;6;0;0;PHP and CSS
kerberosdelhades;Las Palmas de Gran Canaria;Las Palmas;0;6;0;5;TeX and Makefile
Angrod82;Las Palmas de Gran Canaria;Las Palmas;4;6;0;0;Java
oiacrasec;Palmas - TO;Las Palmas;0;6;1;64;Python and CSS
fvargasruiz;La Laguna, Tenerife;Tenerife;0;6;0;1;Java
david-lorenzo88;Tenerife, Canary Islands;Canarias;0;6;5;4;Java
dapehe94;Canary Islands;Canarias;0;6;0;3;JavaScript and CSS
NancyDavila;Las Palmas de Gran Canaria;Las Palmas;0;5;0;0;
saulo-alvarado;Las Palmas de Gran Canaria. A veces en Madrid.;Las Palmas;0;5;0;0;Pascal
made2503;Santa Cruz de Tenerife;Tenerife;17;5;0;0;CSS
NestorAlbelo;Tenerife, Islas Canarias;Canarias;1;5;0;3;Ruby
kellyregis;Palmas - Tocantins;Las Palmas;0;5;0;0;CSS
Alemagox;Vecindario-Las Palmas-Spain;Las Palmas;0;5;0;1;C
davidfreire;Las Palmas;Las Palmas;0;5;0;0;C++
jmaurici;Las Palmas de Gran Canaria;Las Palmas;5;5;3;1;Java and CSS
Deyboss;Las Palmas de Gran Canaria;Las Palmas;0;4;0;0;Java
J2RGEZ;Gran Canaria, Spain;Las Palmas;2;4;0;1;Java and Rust
wesleycomp;Palmas-TO;Las Palmas;0;4;0;0;Java
JorgeRdg;Las Palmas de Gran Canaria, Spain;Las Palmas;7;4;1;3;Ruby
djhanlj;Palmas-to;Las Palmas;1;4;0;0;Java and JavaScript
skydivematy;Spain/Gran Canaria;Las Palmas;1;4;2;186;PHP
KevTru92;Las Palmas de Gran Canaria;Las Palmas;1;4;0;0;CSS
oropesa;Las Palmas de Gran Canaria;Las Palmas;2;4;0;0;JavaScript
alan-garcia;Santa Cruz de Tenerife;Tenerife;1;4;0;0;Java
cristomc;Tenerife;Tenerife;14;4;1;11;Shell
foncho;Las Palmas de Gran Canaria (Spain);Las Palmas;1;4;23;45;JavaScript
canariasopensource;Santa Cruz de Tenerife, Islas Canarias, España;Canarias;0;4;0;0;
iurisaki;Lazarote Canarias;Canarias;4;4;0;0;C++
MihaylovPetrov;Las Palmas;Las Palmas;0;3;0;1;Python
popi19;Los Cristianos - Tenerife;Tenerife;1;3;0;0;Makefile
LucasGSC;Canary Islands, Spain;Canarias;1;3;0;0;C
Dedalos;Canary Islands - Tenerife;Canarias;0;3;0;0;
abetancort;28°08'13N 15°26'16W The Canaries (Canary Islands);Canarias;0;3;0;31;Python
oranyero;Islas Canarias, España;Canarias;1;3;0;2;C++
alecabdia;Santa Cruz de Tenerife, Islas Canarias;Canarias;0;3;1;2;Groovy
SergioTrujillo;Gran Canaria;Las Palmas;0;3;0;0;
manolopm;Las Palmas de Gran Canaria (Spain);Las Palmas;2;3;1;8;JavaScript
diasssavio;Palmas/TO - BR;Las Palmas;4;3;1;2;Python
carlosble;Tenerife, Spain;Tenerife;25;3;2;0;Shell
eduhernandezm;Santa Cruz de Tenerife;Tenerife;0;3;0;0;PHP and CSS
vaneves;Palmas - TO;Las Palmas;6;2;1;6;PHP
Blarzek;Las Palmas de Gran Canaria;Las Palmas;1;2;1;1;Java
ecurbelo;Canary Islands (Spain);Canarias;2;2;0;12;PHP
MaeHat;Las Palmas de Gran Canaria;Las Palmas;0;2;0;0;
metrotenerife;Canary Islands, Spain;Canarias;0;2;0;0;Java
wagerlabs;Tenerife, Canary Islands, Spain;Canarias;113;2;53;100;C
jpinilla;Canary Islands SPAIN;Canarias;0;2;0;0;R
SamdeVega;Canary Islands, Spain;Canarias;3;2;0;0;Java
gonzalogarciajaubert;Santa Cruz de Tenerife, Canary Islands, Spain;Canarias;3;2;1;9;Groovy
jfsagasti;Las Palmas de Gran Canaria;Las Palmas;8;2;4;28;Objective-C and Swift
nandoangelo;Palmas, TO;Las Palmas;4;2;1;0;
BorisKrisko;Tenerife;Tenerife;0;2;0;0;
pedroetb;Santa Cruz de Tenerife;Tenerife;0;2;0;11;JavaScript and CSS
chozero;Tenerife, Amsterdam, San Francisco;Tenerife;4;2;0;28;Groovy
japmelian;Tenerife, Islas Canarias;Tenerife;22;2;0;4;Ruby
aisabiz;Tenerife - España;Tenerife;0;2;0;0;ASP
sandrovich;Santa Cruz de Tenerife;Tenerife;0;2;0;0;Ruby
acl450;Gran Canaria, Spain;Las Palmas;1;1;0;0;PHP
BiotikosDevelopment;Las Palmas, Spain;Las Palmas;0;1;0;0;
FDiaz-EnovaTICs;Las Palmas de GC, Las Palmas, Spain;Las Palmas;0;1;0;3;
eloypr;Las Palmas de Gran Canaria, España;Las Palmas;2;1;0;278;JavaScript
bentejuy;Canary Islands, Spain;Canarias;0;1;0;0;
tomasguemes;Gran Canaria, Spain;Las Palmas;0;1;0;8;CSS
00jj;canary islands;Canarias;0;1;0;0;
dotGen;Canary Islands, Spain;Canarias;0;1;0;0;HTML and JavaScript
guirto;Las Palmas de Gran Canaria;Las Palmas;0;1;0;0;
ialiendeg;Las Palmas de Gran Canaria, Spain;Las Palmas;2;1;1;5;Ruby
amazingsmash;Las Palmas de Gran Canaria;Las Palmas;0;1;0;1;HTML
pihglez;Santa Úrsula, Santa Cruz de Tenerife, España, Europa, Tierra;Tenerife;0;1;0;0;
paperrain;Las Palmas de GC;Las Palmas;0;1;0;1;
aleschmid;Las Palmas de GC;Las Palmas;4;1;0;21;
samuelbaute;Tenerife;Tenerife;0;1;0;0;R
jrpedrianes;Tenerife, Spain;Tenerife;0;1;1;2;Java
tiero;Tenerife;Tenerife;0;1;0;2;CSS
will88;Tenerife - Canary Island;Tenerife;6;1;8;10;Ruby
Syrka;Tenerife;Tenerife;2;1;1;3;Ruby
pgonyan;Tenerife;Tenerife;0;1;0;0;Python
BitExodus;Tenerife;Tenerife;0;1;0;0;Java
jmbarroso;Tenerife. Spain;Tenerife;4;1;3;3;Groovy
Haside;Tenerife, Spain;Tenerife;1;1;0;1;Python
JuanDaniel2510;Canary Islands/Spain;Canarias;1;1;0;0;
