login; location; place; followers; contributions; stars; user_stars; language
mmoreram;Barcelona, Spain;Barcelona;151;6384;603;64;PHP
gavinking;Barcelona, Spain;Barcelona;151;6279;8;93;Ceylon
rnowm;Sitges, Barcelona;Barcelona;47;3006;32;24;JavaScript
leplatrem;Barcelona, Spain;Barcelona;89;2875;126;1.1k;Python
repejota;Girona;Gerona;31;2800;92;189;Makefile
sertansenturk;Barcelona, Spain;Barcelona;4;2723;4;2;Python
inafev;Barcelona;Barcelona;0;2393;4;12;Shell
alariva;Barcelona, Spain;Barcelona;9;2268;0;123;CSS
carloslozano;Sant Cugat del Vallès, Catalonia;Catalunya;20;2113;2;67;Shell
aleixpol;Barcelona;Barcelona;8;1941;2;36;Shell
alxndrsn;Barcelona;Barcelona;27;1928;76;81;Java
sailoog;Barcelona;Barcelona;10;1858;15;4;Python
nilportugues;Barcelona, Catalunya;Barcelona;54;1786;341;474;PHP
h0tbird;Barcelona;Barcelona;17;1737;32;25;Puppet
alorma;Barcelona, Spain;Barcelona;125;1613;730;670;Java
k0gaMSX;Barcelona (Spain);Barcelona;2;1593;6;4;C
blaiprat;London & Barcelona;Barcelona;13;1515;83;60;JavaScript
t0t;Barcelona;Barcelona;5;1466;1;128;CSS
mssola;Piera, Catalunya;Catalunya;14;1404;175;184;Go
karasu;Barcelona, Catalunya;Barcelona;34;1374;10;20;CSS
christkv;Barcelona, Spain;Barcelona;289;1340;909;242;JavaScript
josepramon;Catalunya;Catalunya;2;1338;0;8;JavaScript
placiano;Barcelona;Barcelona;3;1323;0;3;Shell
gentlecat;Barcelona;Barcelona;27;1317;51;132;Python
trikitrok;Barcelona;Barcelona;27;1310;33;6;Clojure
neo22s;Barcelona;Barcelona;36;1293;102;316;PHP
pearpages;Barcelona;Barcelona;5;1174;10;20;HTML
pditommaso;Barcelona, Spain;Barcelona;38;1138;141;563;Java
ctubio;Barcelona, Catalonia;Barcelona;4;1083;9;16;Shell
miquelsoler;Barcelona;Barcelona;0;1065;2;3;C++
plungerman;Barcelona;Barcelona;1;1034;0;60;
JoanClaret;Barcelona;Barcelona;39;1033;173;229;JavaScript
PatrickHeneise;Barcelona, Spain;Barcelona;47;1033;245;46;JavaScript
areski;Barcelona;Barcelona;129;1028;1026;629;Python
clintongormley;Barcelona, Spain;Barcelona;227;1021;96;40;Perl
2XL;Tarragona;Tarragona;6;1001;3;33;HTML
vHanda;Barcelona, Spain;Barcelona;17;992;2;15;C++
uesteibar;Barcelona;Barcelona;34;960;14;16;JavaScript
ecarreras;Girona;Gerona;40;941;43;921;Python
jaeandersson;Barcelona, Spain;Barcelona;9;938;12;14;C
rpau;Barcelona;Barcelona;18;916;19;22;Java
pplu;Barcelona;Barcelona;24;880;76;45;Perl
sephirot47;Barcelona, Spain;Barcelona;15;879;37;59;C++
katesheleh;Tarragona, Spain;Tarragona;2;834;0;0;CSS
alvaroabascar;Barcelona;Barcelona;14;832;8;65;Python
mgar;Barcelona;Barcelona;4;824;2;11;HTML
dasilvacontin;Barcelona, Spain;Barcelona;113;823;54;717;JavaScript
romartin;Barcelona;Barcelona;8;810;2;4;Java
shadeslayer;Barcelona, Spain;Barcelona;14;797;55;15;Shell
ferranvila;Barcelona;Barcelona;7;795;0;37;CSS
arkaik;Barcelona;Barcelona;2;758;1;0;HTML
toniher;Barcelona, Catalonia;Barcelona;13;749;8;4;JavaScript
belen-albeza;Barcelona;Barcelona;70;745;143;29;JavaScript
victorcoder;Barcelona;Barcelona;51;733;784;99;Go
ryanfox1985;Tarragona, Spain;Tarragona;5;731;0;5;Ruby
slluis;Barcelona, Spain;Barcelona;56;727;40;26;C#
danielguillan;Barcelona;Barcelona;53;717;749;402;CSS
tsdgeos;L'Hospitalet de Llobregat, Barcelona;Barcelona;8;713;0;257;C
dosimont;Barcelona;Barcelona;8;705;2;9;Shell
xispa;Barcelona;Barcelona;16;702;0;8;CSS
edugrasa;Barcelona;Barcelona;7;693;1;4;Shell
ichinaski;Barcelona;Barcelona;9;690;52;108;Go
gtrias;Barcelona;Barcelona;25;684;3;679;PHP
IreneMarin;Barcelona;Barcelona;5;682;9;24;HTML
gpawlik;Barcelona;Barcelona;5;679;24;24;JavaScript
alastair;Barcelona;Barcelona;88;674;261;105;Python
sneridagh;Barcelona;Barcelona;16;669;69;13;Python
chaosct;Barcelona;Barcelona;30;669;106;96;Python
fransua;Barcelona, Spain;Barcelona;13;665;9;28;Python
hiromipaw;Barcelona, Spain;Barcelona;34;664;25;11;Ruby
xerpi;Barcelona;Barcelona;60;664;224;85;C
lordofthejars;Barcelona;Barcelona;61;664;293;45;Java
est77;Barcelona;Barcelona;36;663;18;110;C++
kaitokidi;Barcelona;Barcelona;15;663;15;6;C++
srvaroa;Barcelona;Barcelona;19;662;2;60;Java
carloscuesta;Barcelona;Barcelona;12;661;50;7;CSS
nucliweb;Girona, Spain;Gerona;140;657;40;440;JavaScript
salvadorgascon;Barcelona;Barcelona;2;636;0;2;C#
frederic-perez;Barcelona, Spain;Barcelona;3;626;3;0;C++
carlbutron;Barcelona;Barcelona;165;619;96;22;Objective-C
PauGNU;Barcelona;Barcelona;2;614;0;1;JavaScript
Pinkii-;Barcelona, Ibiza;Barcelona;18;608;4;11;C++
aldomann;Catalonia;Catalunya;4;608;12;37;Python
freeart;Spain, Barcelona;Barcelona;3;606;12;56;JavaScript
carlosjoserg;Barcelona, ES ⇄ Pisa, IT;Barcelona;17;605;1;58;C++
albertopq;Barcelona;Barcelona;16;602;122;27;JavaScript
mayhem;Barcelona, Spain;Barcelona;49;597;28;31;Python
msune;Barcelona / US;Barcelona;5;592;6;3;C
joansola;Barcelona - Catalonia;Barcelona;9;591;10;0;Matlab
jordimas;Barcelona;Barcelona;6;589;0;4;JavaScript
roigcarlo;Barcelona;Barcelona;0;585;0;4;C
tonipinel;Barcelona;Barcelona;11;583;11;17;JavaScript
ManfredKarrer;Barcelona, Spain;Barcelona;13;580;8;45;Java
unamaria;Austin / Barcelona;Barcelona;21;572;0;16;HTML
xavier-fernandez;Barcelona, Spain;Barcelona;3;570;2;58;Go
fxn;Barcelona;Barcelona;594;543;1191;46;Ruby
lluis;Vilafranca del Penedès, Catalunya;Catalunya;5;543;27;31;Ruby
zakum42;Barcelona;Barcelona;14;538;0;117;Java
iariasleon;Barcelona;Barcelona;1;530;0;0;Cucumber and Python
jbatalle;Barcelona;Barcelona;4;525;0;42;JavaScript
toniginard;Barcelona;Barcelona;3;522;0;4;ActionScript
jaumemoral;Barcelona;Barcelona;5;516;0;0;Java
zguillez;Barcelona;Barcelona;1;504;25;38;JavaScript
ivmartel;Barcelona, Spain;Barcelona;35;503;229;19;JavaScript
MortI2C;Barcelona, Catalunya;Barcelona;3;501;0;0;CSS
emi80;Barcelona;Barcelona;8;498;2;0;Python
chrisekelley;Barcelona, Spain;Barcelona;20;493;135;115;JavaScript
andrebola;Barcelona;Barcelona;2;492;0;68;Python
rocboronat;Barcelona;Barcelona;31;489;24;117;Java
opsb;Barcelona;Barcelona;17;486;173;121;Ruby
oscarfonts;Barcelona;Barcelona;17;484;20;1;JavaScript
jondeandres;Barcelona;Barcelona;34;479;17;243;Ruby
elorenteg;Barcelona;Barcelona;1;477;0;1;Java
poolqf;Barcelona;Barcelona;57;475;680;43;Swift
hecrj;Barcelona;Barcelona;15;471;8;12;Ruby
tamarart;Barcelona;Barcelona;6;470;1;0;CSS
tranchis;Barcelona;Barcelona;13;466;52;21;Clojure
nacx;Barcelona;Barcelona;43;463;20;35;Java
Panthro;Lleida, Lleida, Spain;Lleida;3;463;6;22;Java
davebaird;Barcelona;Barcelona;0;456;0;0;Perl
mbiarnes;Cardedeu - Barcelona;Barcelona;6;442;0;0;Java
SMV818VMS;Barcelona, Spain;Barcelona;9;441;2;4;Python
opalenzuela;Barcelona;Barcelona;19;440;73;28;Shell
mikz;Barcelona, Spain;Barcelona;31;438;172;502;Ruby
tgquintela;Barcelona;Barcelona;3;438;6;69;Python
VictorBjelkholm;Barcelona, Catalunya;Barcelona;94;430;185;438;JavaScript
ffont;Barcelona;Barcelona;15;428;13;5;JavaScript
icanzilb;Barcelona;Barcelona;669;427;2760;229;Objective-C
ercrema;Barcelona;Barcelona;8;425;0;0;R
philipp-germann;Barcelona;Barcelona;3;422;1;6;Python and Cuda
freecates;Barcelona;Barcelona;0;421;0;28;CSS
freyfogle;Barcelona, Catalonia, Spain;Barcelona;8;419;0;18;Perl
elboletaire;Barcelona, Spain;Barcelona;24;417;133;788;PHP
bloodbare;Manresa, Catalunya;Catalunya;11;416;7;14;JavaScript
duarten;Barcelona;Barcelona;29;416;8;24;Shell
leemachin;Barcelona;Barcelona;26;415;660;340;JavaScript
Marchys;Barcelona;Barcelona;5;413;0;0;Java
mariomac;Barcelona;Barcelona;4;409;13;25;Java
victormunoz;Girona;Gerona;2;408;0;3;
carlosvillu;Barcelona;Barcelona;77;406;108;427;JavaScript
oscar-raig;Barcelona, Catalonia;Barcelona;0;406;3;3;Java
CKGrafico;Barcelona;Barcelona;88;403;219;123;JavaScript
AitorGuerrero;Barcelona;Barcelona;3;402;1;1;Go
galix85;Barcelona;Barcelona;3;401;1;3;Java and Perl
jmgc;Barcelona;Barcelona;1;399;0;0;C
reskit;Barcelona;Barcelona;1;398;0;0;CSS
martincalsyn;Barcelona, Spain;Barcelona;9;397;2;6;C#
jbeficent;Barcelona, Spain;Barcelona;13;396;0;5;Python
tcard;Sabadell, Barcelona, Spain;Barcelona;18;396;106;28;Go
casassg;Barcelona;Barcelona;3;394;0;1;CSS
ajsb85;Barcelona, Spain;Barcelona;304;394;153;3.4k;JavaScript
melviso;Barcelona, Catalunya, Spain;Barcelona;1;387;1;3;Makefile
gabriprat;Barcelona;Barcelona;3;386;2;0;Ruby
PauCodina;Barcelona;Barcelona;1;383;0;80;CSS
adriacidre;Barcelona;Barcelona;28;382;3;58;PHP
agjacome;Barcelona, Spain;Barcelona;25;380;4;33;Scala
NadirZenith;Barcelona;Barcelona;8;380;0;103;PHP
carlesba;Barcelona;Barcelona;11;379;6;75;JavaScript
spite;Barcelona;Barcelona;375;376;2655;41;JavaScript
oscarmolinadev;Barcelona, Catalonia;Barcelona;3;375;8;71;C++
andresgutgon;Barcelona;Barcelona;12;373;30;75;JavaScript
markbain;Barcelona, Spain;Barcelona;12;372;1;27;PHP
spiddy;Barcelona;Barcelona;8;370;7;39;JavaScript
nazcahawk;Barcelona, Spain;Barcelona;1;370;0;6;HTML
Anaibi;Barcelona;Barcelona;4;370;0;27;CSS
rogergros;Barcelona, Spain;Barcelona;13;366;0;15;PHP
Pafcholini;Barcelona;Barcelona;9;366;3;4;Shell
twinone;Barcelona, Spain;Barcelona;42;364;6;81;Java
TheArni;Vic, Catalonia, Spain;Catalunya;1;356;1;1;C
v1v;Barcelona;Barcelona;5;354;6;43;Java
josepllberral;Barcelona;Barcelona;2;353;0;0;C
nahuelsotelo;Barcelona;Barcelona;27;352;11;9;JavaScript
lbergesio;Barcelona;Barcelona;1;349;1;1;C
angelfaraldo;Barcelona;Barcelona;4;348;9;1;Pure Data
DeBeNoPrMa;Barcelona, Spain;Barcelona;18;348;4;13;C++
reatlat;Catalunya;Catalunya;0;343;4;23;JavaScript
masalmon;Barcelona, Spain;Barcelona;2;341;9;25;R and HTML
kosowski;Barcelona;Barcelona;9;339;6;62;C++
CGA1123;Barcelona, ES / Edinburgh, UK;Barcelona;6;338;1;26;Java
txusballesteros;Barcelona, Spain;Barcelona;133;337;2952;75;Java
rgonalo;Barcelona;Barcelona;3;337;0;12;JavaScript
xphere;Barcelona, Spain;Barcelona;34;336;10;209;PHP
rubencaro;Barcelona;Barcelona;6;330;77;63;Ruby
ianharrigan;Barcelona;Barcelona;33;330;451;67;Haxe
JohnPett;Barcelona, Spain;Barcelona;3;330;2;41;CSS
ArnauPrat;Barcelona;Barcelona;0;329;8;7;C
TheAnswer;Barcelona, Spain;Barcelona;9;327;20;4;C++
awesomebytes;Barcelona, Spain;Barcelona;35;327;83;24;Python
martgnz;Barcelona;Barcelona;43;325;10;1.2k;CSS
sennett;Barcelona;Barcelona;10;323;2;1;JavaScript
Sloy;Barcelona, Spain;Barcelona;68;321;77;155;Java
ivanilves;Barcelona, Spain;Barcelona;14;321;17;38;Shell
amglebihan;Barcelona;Barcelona;9;320;0;0;CSS
scastlara;Barcelona;Barcelona;11;317;1;3;Perl
dgutierr;Barcelona;Barcelona;10;314;1;2;Java
erikrk;Tarragona, Spain;Tarragona;0;310;0;0;C
robertohuertasm;Barcelona;Barcelona;19;309;0;95;C#
mcornella;Barcelona;Barcelona;17;306;3;24;Shell
albertnez;Barcelona, Spain;Barcelona;31;305;17;61;C++
gdfm;Barcelona;Barcelona;29;305;11;10;Java
castarco;El Prat de Llobregat, Barcelona, Spain;Barcelona;18;304;13;51;PHP
cabul;Barcelona;Barcelona;5;304;15;4;JavaScript
juanmaguitar;Barcelona;Barcelona;28;301;41;56;JavaScript
hmeza;Barcelona;Barcelona;1;301;0;60;PHP
alexm;Barcelona;Barcelona;54;301;45;292;Perl
jordifierro;Barcelona;Barcelona;1;298;2;34;HTML
davesnx;Barcelona;Barcelona;25;297;21;87;JavaScript
itrascastro;Barcelona, Spain;Barcelona;51;297;56;7;PHP
AlfredoRoca;Torredembarra - Tarragona - Spain;Tarragona;11;297;0;21;Ruby
ivankelly;Barcelona;Barcelona;15;297;42;24;Shell
formap;Barcelona, Spain;Barcelona;14;293;8;34;JavaScript
dbogdanov;Barcelona;Barcelona;18;291;1;14;Python
noxerr;Spain, Barcelona;Barcelona;2;291;4;6;Java
sarjona;Barcelona;Barcelona;5;287;1;2;JavaScript
pimterry;Barcelona, Spain;Barcelona;52;285;586;119;JavaScript
Snesi;Barcelona, Spain;Barcelona;7;284;6;39;JavaScript
rbuj;Lleida;Lleida;0;283;2;2;Python
martinciu;Barcelona, Spain;Barcelona;32;281;201;174;Ruby
kmruiz;Barcelona;Barcelona;12;280;10;44;Scala
jasuarez;Mataró, Barcelona, España;Barcelona;6;279;5;5;Shell
javilumbrales;Barcelona;Barcelona;9;279;7;16;JavaScript
rveciana;Barcelona;Barcelona;27;278;62;35;JavaScript
cumus;Barcelona, Espanya;Barcelona;14;278;0;0;C
GustavoCaso;Barcelona;Barcelona;9;277;2;8;Ruby
markets;Barcelona;Barcelona;79;277;206;508;Ruby
martiadrogue;Barcelona;Barcelona;0;276;0;2;PHP
kiike;Barcelona, Spain;Barcelona;4;275;0;120;Python
47767573T;Barcelona;Barcelona;5;274;0;0;Java
nixelsolutions;Barcelona;Barcelona;18;274;48;2;Shell
cokoso;Barcelona, Spain;Barcelona;0;273;0;4;
quicoto;Barcelona, Spain;Barcelona;1;273;3;17;CSS
mcomas;Girona;Gerona;2;272;0;0;R
MarcosSegovia;Barcelona, España;Barcelona;11;271;1;33;PHP
hcosta;Súria, Barcelona;Barcelona;10;270;6;16;JavaScript
glopezdetorre;Barcelona;Barcelona;11;269;6;23;PHP
BraisGabin;Barcelona (Spain);Barcelona;13;269;10;21;Java
aviscasillas;Mataró, Catalonia, Spain;Catalunya;6;268;2;3;Ruby
gireeshkbogu;Barcelona, Spain;Barcelona;0;264;2;5;CSS
javierarilos;barcelona, spain;Barcelona;4;262;2;28;Python
aeony;Barcelona;Barcelona;26;262;3;60;JavaScript
sfagmenos;Barcelona, Spain;Barcelona;3;262;0;1;Makefile
simo163;Barcelona;Barcelona;2;261;3;0;JavaScript
joselufo;Barcelona;Barcelona;5;261;4;261;Java
miljan-aleksic;Barcelona;Barcelona;15;261;3;61;JavaScript
eduperez;Barcelona, SPAIN;Barcelona;2;260;1;1;Assembly
dsager;Barcelona, Spain;Barcelona;8;259;2;91;Ruby
dimaslz;Barcelona;Barcelona;8;259;9;10;JavaScript
jbaylina;Barcelona;Barcelona;3;257;12;7;JavaScript
itorres;Catalunya;Catalunya;18;256;4;41;Python
kpacha;Barcelona;Barcelona;18;254;43;124;PHP
doup;Barcelona (Spain);Barcelona;12;254;59;49;JavaScript
jlcanovas;Barcelona;Barcelona;7;251;1;39;CSS
sbartek;Barcelona, Spain;Barcelona;4;251;0;5;R
sauloperez;Barcelona;Barcelona;18;250;5;269;Ruby
RogerOlasz;Catalunya;Catalunya;9;249;0;0;C++ and C
existeundelta;Barcelona;Barcelona;14;249;0;284;JavaScript and R
Gan0k;Barcelona;Barcelona;6;247;5;288;HTML
vdel26;Barcelona;Barcelona;37;247;208;382;JavaScript
Xelit3;Barcelona;Barcelona;8;246;0;0;CSS
natzar;Barcelona;Barcelona;13;246;4;54;JavaScript
Gerard9494;Barcelona;Barcelona;0;245;0;0;CSS
suy;Barcelona;Barcelona;8;245;48;420;VimL
dertasiu;Barcelona, Spain;Barcelona;1;244;30;8;Shell
Satyam;Sitges, Barcelona, Spain;Barcelona;33;244;39;9;JavaScript
daviderill;Barcelona, Spain;Barcelona;9;244;3;12;Python
carthach;Barcelona, Catalonia, Spain.;Barcelona;6;244;3;7;C++
jmeler;Barcelona;Barcelona;1;243;0;4;JavaScript
jaimeiniesta;Girona, Spain;Gerona;143;243;773;405;Ruby
XescuGC;Barcelona;Barcelona;22;243;73;134;JavaScript
CarolinaFernandez;Barcelona;Barcelona;0;242;0;16;Shell
boudra;Barcelona, Spain;Barcelona;1;241;4;34;JavaScript
jmendeth;Barcelona, Spain;Barcelona;54;241;134;725;JavaScript
vermiculite;Catalunya;Catalunya;1;241;6;64;JavaScript
helicida;Barcelona;Barcelona;9;237;5;8;Java
jvilaplana;Lleida;Lleida;4;236;5;35;JavaScript
tetradog;Sant Feliu de Guixols,Catalunya, Espanya;Catalunya;0;236;0;1;C#
svilaa;Lleida, Catalonia, Spain;Catalunya;4;235;1;2;Python
pauek;Barcelona, Spain;Barcelona;32;235;83;315;Shell
Atinux;Spain, Barcelona;Barcelona;82;234;462;447;JavaScript
argaen;Tarragona, Spain;Tarragona;6;234;7;9;Python
fcsonline;Barcelona, Spain;Barcelona;39;234;68;123;JavaScript
edgarzamora;Tarragona;Tarragona;4;232;0;6;
JAntn;Barcelona, Spain;Barcelona;0;231;4;2;C++
jgrivolla;Barcelona;Barcelona;5;231;2;65;Java
jcanell4;Barcelona;Barcelona;2;228;0;0;PHP
antonienko;Barcelona;Barcelona;2;227;3;29;PHP
agustibr;Barcelona;Barcelona;1;227;6;166;CSS
sinmsinm;Lleida;Lleida;1;226;8;6;JavaScript
marcosQuesada;Barcelona;Barcelona;50;225;37;55;PHP
howna13;Barcelona;Barcelona;0;225;0;2;ApacheConf
arturictus;Barcelona;Barcelona;6;224;3;0;Ruby
josepjaume;Barcelona, Spain;Barcelona;70;223;24;101;Ruby
AbrahamAlcaina;Barcelona;Barcelona;10;223;3;39;JavaScript
sharnik;Barcelona, Spain;Barcelona;29;223;23;13;Ruby
xdurana;Barcelona;Barcelona;0;223;0;18;JavaScript
martin-azpillaga;Barcelona;Barcelona;0;220;3;4;GLSL
Ralusama19;Barcelona;Barcelona;4;217;5;9;C++
jasonlint;Barcelona;Barcelona;5;217;0;72;JavaScript
ferranpm;Barcelona;Barcelona;12;214;43;95;VimL
pjmartorell;Barcelona;Barcelona;8;213;3;51;Ruby
budsan;Barcelona;Barcelona;17;212;23;16;C
jamaga;barcelona;Barcelona;8;211;2;5;Ruby
templix;Figueres(Catalunya,Spain);Catalunya;1;211;2;0;Shell
gusjavaz;Barcelona, España;Barcelona;1;211;0;0;CSS and Java
enricostano;Barcelona, Spain;Barcelona;15;210;15;46;JavaScript
alexpixel14;catalonia;Catalunya;2;207;0;0;
juanpescador;Barcelona;Barcelona;2;206;1;5;JavaScript
edubxb;Barcelona, Spain;Barcelona;41;205;4;1.4k;Shell
agustincl;Barcelona;Barcelona;79;205;33;20;PHP
fgui;Barcelona;Barcelona;5;204;6;48;Clojure
xavileon;Barcelona, Spain;Barcelona;1;204;1;7;Python
rodbeh;Barcelona;Barcelona;6;203;2;147;HTML
rubennorte;Barcelona;Barcelona;32;203;18;51;JavaScript
hakudoshi23;Barcelona;Barcelona;6;202;1;11;Java
OscarDoc;Barcelona;Barcelona;1;201;12;16;CSS
abelsromero;Barcelona;Barcelona;2;200;3;15;Groovy
gerardcl;Barcelona;Barcelona;8;199;5;22;CSS
davidpich;Barcelona, Spain;Barcelona;24;198;6;233;JavaScript
txels;Reykjavik & Barcelona;Barcelona;14;197;249;121;Python
abelboldu;Barcelona;Barcelona;3;197;22;47;Shell
carlosbuenosvinos;Barcelona, Spain;Barcelona;133;196;212;49;PHP
jordic;Barcelona, ES;Barcelona;21;195;87;683;Go
adolfo-rt;Barcelona, Spain ↔ Leuven, Belgium;Barcelona;37;194;0;4;Python
Galbar;Barcelona, Spain;Barcelona;16;193;13;31;C++
jaschac;Barcelona, Catalunya, Spain;Barcelona;5;193;14;13;Puppet
albertbellonch;Barcelona;Barcelona;42;193;152;72;Ruby
ivoarch;Tarragona,Spain;Tarragona;40;193;89;1.2k;Shell
jorix;Castelldefels (near Barcelona, Spain);Barcelona;18;193;67;17;JavaScript
j-rivero;Barcelona;Barcelona;5;192;8;2;C++
aercolino;Barcelona;Barcelona;5;192;103;6;JavaScript
ferreret;Barcelona;Barcelona;2;191;0;8;CSS
jdevesa;Barcelona;Barcelona;19;191;47;35;Shell
tcorral;Barcelona;Barcelona;252;190;1368;221;JavaScript
krainet;Barcelona;Barcelona;0;189;8;8;JavaScript
drodriguezmtb;Barcelona;Barcelona;0;187;0;0;CSS and HTML
necavit;Barcelona;Barcelona;9;187;2;20;Shell
sergixaudiera;Barcelona;Barcelona;8;187;0;24;CSS and HTML
jchavarri;Barcelona;Barcelona;8;187;33;96;JavaScript
RodrigoVillatoro;Barcelona, Spain;Barcelona;5;186;7;48;Python
3nr1c;Barcelona;Barcelona;7;186;19;63;PHP
ceritium;Barcelona;Barcelona;27;186;47;44;Ruby
georgid;Barcelona;Barcelona;4;185;23;1;Python
broucz;Barcelona, Catalonia;Barcelona;10;185;179;54;JavaScript
sonoro1234;Barcelona;Barcelona;10;184;66;15;C++
bernatmv;Barcelona;Barcelona;11;184;2;16;JavaScript
pacoorozco;Barcelona, Spain;Barcelona;1;184;5;2;CSS
wholedev;Barcelona;Barcelona;5;184;1;3;JavaScript
mrcasals;Barcelona, Spain;Barcelona;45;182;39;1k;Ruby
agile-jordi;Barcelona;Barcelona;8;181;9;17;Clojure
edgarriba;Barcelona, Spain;Barcelona;15;181;4;9;C++
clement-moulin-frier;Barcelona, Spain;Barcelona;7;181;2;12;Python
josgilmo;Barcelona;Barcelona;13;181;1;161;Makefile
edravis;Barcelona;Barcelona;13;180;170;149;JavaScript
LluisRamon;Barcelona;Barcelona;17;179;36;14;R
dieguico;Barcelona,  Spain;Barcelona;3;177;2;8;Python
ggrandes;Barcelona, Spain;Barcelona;16;177;89;1.1k;Java
mleemaree;Barcelona, Spain;Barcelona;3;176;1;0;CSS
Bestion;Barcelona;Barcelona;1;173;0;0;C
jherranzm;Barcelona (Spain);Barcelona;2;172;9;12;Java
xfornesa;Mataró, Barcelona (Spain);Barcelona;3;172;1;86;PHP
sebaswn;Barcelona, Spain;Barcelona;0;171;0;1;HTML
lastpotion;Barcelona;Barcelona;13;171;2;40;CSS
jig;Barcelona;Barcelona;16;171;13;148;Shell
xavidp;Barcelona;Barcelona;3;170;3;2;R
ezorita;Barcelona;Barcelona;7;169;19;8;C
vilanovi;Barcelona;Barcelona;23;169;321;22;Objective-C
am;Barcelona, Spain;Barcelona;19;168;20;159;JavaScript
kborrell;Lleida, Catalonia (Spain);Catalunya;3;168;0;1;CSS
robdayz;Barcelona;Barcelona;6;167;1;2;Python
dfernandez;Barcelona;Barcelona;0;167;0;0;CSS
alexhoma;Barcelona;Barcelona;5;167;2;16;Ruby
carlessanagustin;Barcelona;Barcelona;13;167;9;89;HTML
mikaku;Catalonia;Catalunya;11;166;348;6;HTML
ignasioliver;Barcelona;Barcelona;0;165;0;0;PHP
albarral;Barcelona, Spain;Barcelona;0;164;0;0;C++
acstll;Barcelona;Barcelona;5;163;26;77;JavaScript
bejar;Barcelona, Spain;Barcelona;1;162;1;0;Python
alombarte;Barcelona;Barcelona;52;159;83;93;Shell
palaumarc;Barcelona;Barcelona;1;157;0;0;Assembly
ribanez7;Barcelona;Barcelona;0;157;0;4;Ruby
igorline;Barcelona;Barcelona;0;156;3;17;Python
lautarobock;Barcelona;Barcelona;4;156;6;20;JavaScript
albhilazo;Barcelona, Spain;Barcelona;11;155;1;52;JavaScript
deeleman;Barcelona, Spain;Barcelona;14;155;10;44;JavaScript
perellonieto;Barcelona;Barcelona;1;154;2;3;Python
48089748z;Barcelona;Barcelona;4;154;0;0;Java
adrian-rosello;Barcelona;Barcelona;8;153;2;2;Java
emmgfx;Barcelona;Barcelona;4;153;7;91;JavaScript
Dinamiko;Barcelona;Barcelona;4;152;4;0;PHP
tatygrassini;Barcelona;Barcelona;39;152;599;425;JavaScript
kidd;Barcelona (Spain);Barcelona;74;151;88;426;Emacs Lisp
cosm0s;Barcelona;Barcelona;2;150;0;0;Java
viric;Girona;Gerona;14;150;10;11;C
sdesimone;Barcelona;Barcelona;14;149;76;76;Objective-C
eskerda;Barcelona;Barcelona;56;149;162;24;JavaScript
miguelibero;Barcelona, Spain;Barcelona;10;149;6;51;C++
gui11aume;Barcelona (Spain);Barcelona;13;149;55;42;Python
jponf;Lleida;Lleida;7;148;0;3;Python
xsb;Barcelona, Catalunya;Barcelona;24;148;21;322;Shell
valermor;Barcelona;Barcelona;4;148;5;26;Python
pral2a;Barcelona;Barcelona;10;147;1;124;JavaScript
keoko;Barcelona (Spain);Barcelona;9;147;5;41;Clojure
adrianolatorre;Barcelona;Barcelona;5;147;1;2;CSS
imdario;Barcelona;Barcelona;43;147;191;2.3k;Go
orloxx;Barcelona, Spain;Barcelona;9;146;12;24;JavaScript
miguelmcolon;Barcelona;Barcelona;0;146;0;0;
aurelian;Barcelona, Spain;Barcelona;27;146;256;290;Ruby
jjtortosa;Barcelona;Barcelona;0;146;2;3;JavaScript
skyrpex;Barcelona, Spain;Barcelona;33;145;57;898;JavaScript
jcangas;Barcelona, spain;Barcelona;7;145;49;97;Ruby
droca;Barcelona;Barcelona;0;144;0;0;Cucumber
AnguloB;Barcelona;Barcelona;1;144;0;0;R
Moezalez;Barcelona;Barcelona;13;144;0;13;HTML
dmitry-zaets;Barcelona, Spain;Barcelona;7;144;50;149;JavaScript
h02e56;Barcelona;Barcelona;5;144;2;42;JavaScript
Kv0the;Barcelona, Spain;Barcelona;4;144;0;3;C#
4knahs;Barcelona;Barcelona;6;143;0;13;Java
fiunchinho;Barcelona;Barcelona;46;143;80;383;PHP
xaviml;Barcelona;Barcelona;11;143;7;14;C
hectr;Barcelona, ES;Barcelona;16;142;185;166;Objective-C
mtbtiago;Menorca and Barcelona;Barcelona;10;142;0;1;JavaScript
davidor;Barcelona, Spain;Barcelona;13;142;32;75;CSS
mmasriera;Barcelona, Spain;Barcelona;20;142;4;99;C++
alexandresaiz;Barcelona;Barcelona;23;141;7;48;JavaScript
franciscoj;Barcelona (Spain);Barcelona;43;141;10;42;Ruby
pestomerdes;Lleida;Lleida;1;141;0;0;Java
acamps;Barcelona;Barcelona;10;140;1;9;HTML
gabri231;Barcelona;Barcelona;6;140;0;0;Java
albertofem;Barcelona;Barcelona;20;140;63;237;PHP
CarlesLlobet;Barcelona;Barcelona;0;139;0;3;Java
artivis;Barcelona, Spain;Barcelona;12;139;4;44;C++
Towerthousand;Barcelona;Barcelona;27;138;24;4;C++
Palaui;Barcelona;Barcelona;6;138;0;1;
ElXaxe;Madrid / Barcelona;Barcelona;2;138;0;2;JavaScript
victuxbb;Barcelona;Barcelona;10;138;7;18;Java
mparramont;Barcelona, Spain;Barcelona;27;138;61;261;JavaScript
