login; location; followers; contributions; stars; contributionsStreak; contributionsCurrentStreak
malonsopraxya;Valencia;0;1;0;1;0
ASystems;Valencia;0;1;0;1;0
carxofeta;Valencia;0;1;2;1;0
Hanto;Valencia(Spain);0;1;2;1;0
mesjetiu;Requena (Valencia) Spain;0;1;1;1;0
eduhcano;Valencia, España;0;1;1;1;0
psabater;Valencia;0;1;0;1;0
tabojc;Valencia;4;1;0;1;0
Vivalma2;Valencia;2;1;0;1;0
sesispla;Valencia;0;1;0;1;0
AlejandroBarrante;Valencia, Spain;0;1;0;1;0
nuukcillo;Valencia;2;1;0;1;0
cloudstudio;Valencia;0;1;0;1;0
alpegon;Valencia;0;1;3;1;0
Canos;Valencia, Spain;0;1;0;1;0
manujose94;Xativa(Valencia);2;1;1;1;0
kettula;Valencia;0;1;0;1;0
dpinya;Valencia;0;1;0;1;0
damiles;Valencia, Spain;39;1;99;1;0
gAnS3;Valencia - Spain (The land of corrupted politicians);0;1;0;1;0
dataclouder;Valencia, Spain;0;1;0;1;0
Torres90;Rafelguaraf, Alcoi, Valencia, Spain;3;1;1;1;0
nsmartinez;Valencia, Spain;3;1;4;1;0
OscarMiguel;Valencia, Spain.;1;1;0;1;0
webcarp;Valencia Spain;0;1;0;1;0
Fantoni0;Valencia (Spain);0;1;0;1;0
NetConsulting;Alicante & Valencia (Spain);0;1;0;1;0
jvrdelafuente;Valencia;3;1;0;1;0
analizoInfo;Valencia;3;1;0;1;0
hybridplay;Valencia, Spain;0;1;0;1;0
